# surface survey -- labelled colour-sensor captures
# SV,label,port,t_ms,color_code,color_name,reflection,r,g,b,i
# --- NEON_YELLOW  10:17:09  (15 s) ---
SV,FOUR_NOTES_OY_OP_NY_NP,D,3256,-1,UNKNOWN,16,96,59,58,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,3358,-1,UNKNOWN,17,103,66,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,3358,-1,UNKNOWN,16,95,59,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,3460,-1,UNKNOWN,17,103,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,3460,-1,UNKNOWN,15,89,56,55,157
SV,FOUR_NOTES_OY_OP_NY_NP,C,3562,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,3562,-1,UNKNOWN,15,91,58,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,3664,-1,UNKNOWN,17,101,64,63,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,3664,-1,UNKNOWN,16,96,59,58,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,3765,-1,UNKNOWN,17,104,65,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,3765,-1,UNKNOWN,15,93,58,57,163
SV,FOUR_NOTES_OY_OP_NY_NP,C,3866,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,3866,-1,UNKNOWN,15,89,56,55,157
SV,FOUR_NOTES_OY_OP_NY_NP,C,3967,-1,UNKNOWN,17,102,64,62,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,3967,-1,UNKNOWN,16,94,58,58,166
SV,FOUR_NOTES_OY_OP_NY_NP,C,4069,-1,UNKNOWN,17,104,65,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,4069,-1,UNKNOWN,16,96,61,58,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,4171,-1,UNKNOWN,17,103,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,4171,-1,UNKNOWN,15,90,56,57,159
SV,FOUR_NOTES_OY_OP_NY_NP,C,4273,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,4273,-1,UNKNOWN,15,90,56,57,159
SV,FOUR_NOTES_OY_OP_NY_NP,C,4375,-1,UNKNOWN,17,103,64,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,4375,-1,UNKNOWN,16,97,61,59,170
SV,FOUR_NOTES_OY_OP_NY_NP,C,4476,-1,UNKNOWN,17,104,65,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,4476,-1,UNKNOWN,16,96,60,59,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,4577,-1,UNKNOWN,17,101,64,62,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,4577,-1,UNKNOWN,15,90,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,4679,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,4679,-1,UNKNOWN,15,92,58,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,4780,-1,UNKNOWN,17,103,66,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,4780,-1,UNKNOWN,16,95,59,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,4881,-1,UNKNOWN,17,102,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,4881,-1,UNKNOWN,15,92,58,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,4982,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,4982,-1,UNKNOWN,15,90,56,57,159
SV,FOUR_NOTES_OY_OP_NY_NP,C,5083,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,5083,-1,UNKNOWN,16,94,58,58,165
SV,FOUR_NOTES_OY_OP_NY_NP,C,5185,-1,UNKNOWN,17,103,64,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,5185,-1,UNKNOWN,16,96,61,59,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,5287,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,5287,-1,UNKNOWN,15,92,58,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,5389,-1,UNKNOWN,17,99,64,62,176
SV,FOUR_NOTES_OY_OP_NY_NP,D,5389,-1,UNKNOWN,15,91,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,5490,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,5490,-1,UNKNOWN,16,95,60,59,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,5591,-1,UNKNOWN,17,103,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,5591,-1,UNKNOWN,15,93,58,57,163
SV,FOUR_NOTES_OY_OP_NY_NP,C,5692,-1,UNKNOWN,17,98,63,60,175
SV,FOUR_NOTES_OY_OP_NY_NP,D,5692,-1,UNKNOWN,15,92,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,5794,-1,UNKNOWN,17,99,64,62,176
SV,FOUR_NOTES_OY_OP_NY_NP,D,5794,-1,UNKNOWN,16,93,58,58,165
SV,FOUR_NOTES_OY_OP_NY_NP,C,5895,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,5895,-1,UNKNOWN,16,94,58,58,165
SV,FOUR_NOTES_OY_OP_NY_NP,C,5996,-1,UNKNOWN,17,101,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,5996,-1,UNKNOWN,15,90,56,57,158
SV,FOUR_NOTES_OY_OP_NY_NP,C,6097,-1,UNKNOWN,17,99,63,60,176
SV,FOUR_NOTES_OY_OP_NY_NP,D,6097,-1,UNKNOWN,15,92,58,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,6199,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,6199,-1,UNKNOWN,16,96,61,59,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,6301,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,6301,-1,UNKNOWN,16,95,60,58,166
SV,FOUR_NOTES_OY_OP_NY_NP,C,6402,-1,UNKNOWN,17,100,64,62,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,6402,-1,UNKNOWN,15,91,57,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,6504,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,6504,-1,UNKNOWN,15,93,58,57,163
SV,FOUR_NOTES_OY_OP_NY_NP,C,6606,-1,UNKNOWN,17,104,66,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,6606,-1,UNKNOWN,16,95,59,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,6708,-1,UNKNOWN,17,103,64,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,6708,-1,UNKNOWN,15,92,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,6810,-1,UNKNOWN,17,101,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,6810,-1,UNKNOWN,15,90,56,55,158
SV,FOUR_NOTES_OY_OP_NY_NP,C,6912,-1,UNKNOWN,17,102,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,6912,-1,UNKNOWN,16,95,59,58,166
SV,FOUR_NOTES_OY_OP_NY_NP,C,7014,-1,UNKNOWN,18,104,66,63,185
SV,FOUR_NOTES_OY_OP_NY_NP,D,7014,-1,UNKNOWN,16,95,58,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,7116,-1,UNKNOWN,17,103,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,7116,-1,UNKNOWN,15,89,56,55,157
SV,FOUR_NOTES_OY_OP_NY_NP,C,7218,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,7218,-1,UNKNOWN,15,92,58,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,7320,-1,UNKNOWN,17,103,66,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,7320,-1,UNKNOWN,16,97,61,59,171
SV,FOUR_NOTES_OY_OP_NY_NP,C,7422,-1,UNKNOWN,18,105,66,63,185
SV,FOUR_NOTES_OY_OP_NY_NP,D,7422,-1,UNKNOWN,16,94,60,57,166
SV,FOUR_NOTES_OY_OP_NY_NP,C,7524,-1,UNKNOWN,17,100,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,7524,-1,UNKNOWN,15,89,56,55,158
SV,FOUR_NOTES_OY_OP_NY_NP,C,7626,-1,UNKNOWN,17,100,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,7626,-1,UNKNOWN,16,94,58,58,165
SV,FOUR_NOTES_OY_OP_NY_NP,C,7728,-1,UNKNOWN,18,105,66,63,185
SV,FOUR_NOTES_OY_OP_NY_NP,D,7728,-1,UNKNOWN,16,97,61,59,171
SV,FOUR_NOTES_OY_OP_NY_NP,C,7830,-1,UNKNOWN,17,103,65,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,7830,-1,UNKNOWN,15,92,57,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,7932,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,7932,-1,UNKNOWN,15,89,56,55,157
SV,FOUR_NOTES_OY_OP_NY_NP,C,8034,-1,UNKNOWN,17,103,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,8034,-1,UNKNOWN,16,95,59,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,8136,-1,UNKNOWN,18,105,66,63,185
SV,FOUR_NOTES_OY_OP_NY_NP,D,8136,-1,UNKNOWN,16,96,58,58,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,8238,-1,UNKNOWN,17,102,64,62,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,8238,-1,UNKNOWN,15,90,56,57,158
SV,FOUR_NOTES_OY_OP_NY_NP,C,8340,-1,UNKNOWN,17,101,64,62,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,8340,-1,UNKNOWN,15,92,58,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,8441,-1,UNKNOWN,17,103,66,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,8441,-1,UNKNOWN,16,97,61,59,170
SV,FOUR_NOTES_OY_OP_NY_NP,C,8543,-1,UNKNOWN,17,103,65,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,8543,-1,UNKNOWN,15,93,58,57,163
SV,FOUR_NOTES_OY_OP_NY_NP,C,8645,-1,UNKNOWN,17,101,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,8645,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,8747,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,8747,-1,UNKNOWN,16,93,58,57,164
SV,FOUR_NOTES_OY_OP_NY_NP,C,8849,-1,UNKNOWN,17,103,65,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,8849,-1,UNKNOWN,16,96,61,59,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,8951,-1,UNKNOWN,17,101,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,8951,-1,UNKNOWN,15,93,58,57,163
SV,FOUR_NOTES_OY_OP_NY_NP,C,9053,-1,UNKNOWN,17,100,64,62,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,9053,-1,UNKNOWN,15,90,57,57,159
SV,FOUR_NOTES_OY_OP_NY_NP,C,9155,-1,UNKNOWN,17,102,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,9155,-1,UNKNOWN,16,94,60,58,166
SV,FOUR_NOTES_OY_OP_NY_NP,C,9256,-1,UNKNOWN,17,103,64,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,9256,-1,UNKNOWN,16,95,60,59,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,9357,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,9357,-1,UNKNOWN,15,92,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,9458,-1,UNKNOWN,17,99,64,62,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,9458,-1,UNKNOWN,15,92,58,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,9560,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,9560,-1,UNKNOWN,16,95,60,59,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,9661,-1,UNKNOWN,17,102,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,9661,-1,UNKNOWN,15,90,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,9762,-1,UNKNOWN,17,99,64,62,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,9762,-1,UNKNOWN,15,93,58,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,9864,-1,UNKNOWN,17,100,63,62,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,9864,-1,UNKNOWN,16,95,59,58,166
SV,FOUR_NOTES_OY_OP_NY_NP,C,9966,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,9966,-1,UNKNOWN,16,95,60,59,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,10067,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,10067,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,10169,-1,UNKNOWN,17,98,63,60,175
SV,FOUR_NOTES_OY_OP_NY_NP,D,10169,-1,UNKNOWN,15,92,58,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,10270,-1,UNKNOWN,17,102,64,62,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,10270,-1,UNKNOWN,16,96,61,59,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,10371,-1,UNKNOWN,17,103,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,10371,-1,UNKNOWN,15,92,58,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,10473,-1,UNKNOWN,17,100,63,62,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,10473,-1,UNKNOWN,15,91,57,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,10575,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,10575,-1,UNKNOWN,16,94,58,58,165
SV,FOUR_NOTES_OY_OP_NY_NP,C,10676,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,10676,-1,UNKNOWN,16,96,61,59,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,10777,-1,UNKNOWN,17,103,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,10777,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,10879,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,10879,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,10980,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,10980,-1,UNKNOWN,16,96,59,58,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,11081,-1,UNKNOWN,17,104,65,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,11081,-1,UNKNOWN,16,94,58,57,165
SV,FOUR_NOTES_OY_OP_NY_NP,C,11183,-1,UNKNOWN,17,102,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,11183,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,11285,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,11285,-1,UNKNOWN,15,92,58,57,163
SV,FOUR_NOTES_OY_OP_NY_NP,C,11387,-1,UNKNOWN,17,104,66,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,11387,-1,UNKNOWN,16,97,61,59,171
SV,FOUR_NOTES_OY_OP_NY_NP,C,11489,-1,UNKNOWN,17,103,65,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,11489,-1,UNKNOWN,15,91,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,11591,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,11591,-1,UNKNOWN,15,90,57,57,159
SV,FOUR_NOTES_OY_OP_NY_NP,C,11692,-1,UNKNOWN,17,102,64,62,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,11692,-1,UNKNOWN,16,95,60,59,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,11794,-1,UNKNOWN,18,105,66,63,185
SV,FOUR_NOTES_OY_OP_NY_NP,D,11794,-1,UNKNOWN,16,96,61,59,170
SV,FOUR_NOTES_OY_OP_NY_NP,C,11895,-1,UNKNOWN,17,102,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,11895,-1,UNKNOWN,15,90,56,57,158
SV,FOUR_NOTES_OY_OP_NY_NP,C,11996,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,11996,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,12098,-1,UNKNOWN,17,103,64,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,12098,-1,UNKNOWN,16,96,61,59,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,12199,-1,UNKNOWN,18,104,66,63,185
SV,FOUR_NOTES_OY_OP_NY_NP,D,12199,-1,UNKNOWN,16,94,60,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,12301,-1,UNKNOWN,17,101,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,12301,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,12403,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,12403,-1,UNKNOWN,15,92,58,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,12505,-1,UNKNOWN,17,104,65,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,12505,-1,UNKNOWN,16,95,59,58,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,12607,-1,UNKNOWN,17,103,65,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,12607,-1,UNKNOWN,16,93,58,57,165
SV,FOUR_NOTES_OY_OP_NY_NP,C,12709,-1,UNKNOWN,17,101,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,12709,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,12811,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,12811,-1,UNKNOWN,16,95,60,59,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,12913,-1,UNKNOWN,17,103,66,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,12913,-1,UNKNOWN,16,96,61,58,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,13015,-1,UNKNOWN,17,101,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,13015,-1,UNKNOWN,15,91,57,57,159
SV,FOUR_NOTES_OY_OP_NY_NP,C,13117,-1,UNKNOWN,17,99,63,60,176
SV,FOUR_NOTES_OY_OP_NY_NP,D,13117,-1,UNKNOWN,15,89,56,55,158
SV,FOUR_NOTES_OY_OP_NY_NP,C,13219,-1,UNKNOWN,17,103,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,13219,-1,UNKNOWN,16,94,58,58,166
SV,FOUR_NOTES_OY_OP_NY_NP,C,13321,-1,UNKNOWN,17,103,65,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,13321,-1,UNKNOWN,16,94,58,57,166
SV,FOUR_NOTES_OY_OP_NY_NP,C,13422,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,13422,-1,UNKNOWN,15,92,58,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,13524,-1,UNKNOWN,17,100,63,60,176
SV,FOUR_NOTES_OY_OP_NY_NP,D,13524,-1,UNKNOWN,16,95,60,59,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,13626,-1,UNKNOWN,17,103,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,13626,-1,UNKNOWN,16,95,60,59,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,13728,-1,UNKNOWN,17,102,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,13728,-1,UNKNOWN,15,91,57,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,13830,-1,UNKNOWN,17,99,64,62,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,13830,-1,UNKNOWN,15,92,58,57,161
SV,FOUR_NOTES_OY_OP_NY_NP,C,13932,-1,UNKNOWN,17,100,63,62,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,13932,-1,UNKNOWN,16,95,61,58,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,14034,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,14034,-1,UNKNOWN,16,94,58,57,164
SV,FOUR_NOTES_OY_OP_NY_NP,C,14136,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,14136,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,14238,-1,UNKNOWN,17,98,63,60,175
SV,FOUR_NOTES_OY_OP_NY_NP,D,14238,-1,UNKNOWN,16,94,58,57,165
SV,FOUR_NOTES_OY_OP_NY_NP,C,14340,-1,UNKNOWN,17,101,64,63,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,14340,-1,UNKNOWN,16,96,61,59,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,14442,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,14442,-1,UNKNOWN,15,93,58,57,163
SV,FOUR_NOTES_OY_OP_NY_NP,C,14544,-1,UNKNOWN,17,98,63,60,176
SV,FOUR_NOTES_OY_OP_NY_NP,D,14544,-1,UNKNOWN,15,90,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,14646,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,14646,-1,UNKNOWN,16,96,59,59,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,14748,-1,UNKNOWN,17,103,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,14748,-1,UNKNOWN,16,95,60,59,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,14850,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,14850,-1,UNKNOWN,15,90,56,57,159
SV,FOUR_NOTES_OY_OP_NY_NP,C,14952,-1,UNKNOWN,17,99,64,62,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,14952,-1,UNKNOWN,15,90,58,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,15054,-1,UNKNOWN,17,101,64,62,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,15054,-1,UNKNOWN,16,97,61,59,169
SV,FOUR_NOTES_OY_OP_NY_NP,C,15156,-1,UNKNOWN,17,102,65,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,15156,-1,UNKNOWN,16,95,60,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,15258,-1,UNKNOWN,17,100,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,15258,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,15360,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,15360,-1,UNKNOWN,16,93,58,57,164
SV,FOUR_NOTES_OY_OP_NY_NP,C,15462,-1,UNKNOWN,17,102,65,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,15462,-1,UNKNOWN,16,96,61,58,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,15564,-1,UNKNOWN,17,103,65,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,15564,-1,UNKNOWN,15,91,58,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,15666,-1,UNKNOWN,17,100,64,62,177
SV,FOUR_NOTES_OY_OP_NY_NP,D,15666,-1,UNKNOWN,15,89,56,55,157
SV,FOUR_NOTES_OY_OP_NY_NP,C,15768,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,15768,-1,UNKNOWN,16,95,59,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,15870,-1,UNKNOWN,17,104,65,63,184
SV,FOUR_NOTES_OY_OP_NY_NP,D,15870,-1,UNKNOWN,16,97,61,59,170
SV,FOUR_NOTES_OY_OP_NY_NP,C,15972,-1,UNKNOWN,17,102,64,63,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,15972,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,16074,-1,UNKNOWN,17,100,64,62,178
SV,FOUR_NOTES_OY_OP_NY_NP,D,16074,-1,UNKNOWN,15,91,57,57,162
SV,FOUR_NOTES_OY_OP_NY_NP,C,16176,-1,UNKNOWN,17,102,64,63,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,16176,-1,UNKNOWN,16,97,61,59,170
SV,FOUR_NOTES_OY_OP_NY_NP,C,16278,-1,UNKNOWN,18,104,66,63,185
SV,FOUR_NOTES_OY_OP_NY_NP,D,16278,-1,UNKNOWN,16,94,58,58,165
SV,FOUR_NOTES_OY_OP_NY_NP,C,16380,-1,UNKNOWN,17,102,64,62,181
SV,FOUR_NOTES_OY_OP_NY_NP,D,16380,-1,UNKNOWN,15,90,57,57,159
SV,FOUR_NOTES_OY_OP_NY_NP,C,16481,-1,UNKNOWN,17,100,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,16481,-1,UNKNOWN,16,93,58,57,164
SV,FOUR_NOTES_OY_OP_NY_NP,C,16583,-1,UNKNOWN,17,103,65,63,183
SV,FOUR_NOTES_OY_OP_NY_NP,D,16583,-1,UNKNOWN,16,95,59,58,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,16684,-1,UNKNOWN,18,105,66,63,185
SV,FOUR_NOTES_OY_OP_NY_NP,D,16684,-1,UNKNOWN,15,93,58,57,163
SV,FOUR_NOTES_OY_OP_NY_NP,C,16785,-1,UNKNOWN,17,101,64,62,179
SV,FOUR_NOTES_OY_OP_NY_NP,D,16785,-1,UNKNOWN,15,91,57,57,160
SV,FOUR_NOTES_OY_OP_NY_NP,C,16886,-1,UNKNOWN,17,102,64,62,180
SV,FOUR_NOTES_OY_OP_NY_NP,D,16886,-1,UNKNOWN,16,95,60,59,168
SV,FOUR_NOTES_OY_OP_NY_NP,C,16987,-1,UNKNOWN,17,103,64,63,182
SV,FOUR_NOTES_OY_OP_NY_NP,D,16987,-1,UNKNOWN,16,94,60,58,167
SV,FOUR_NOTES_OY_OP_NY_NP,C,17089,-1,UNKNOWN,17,101,64,62,179
